name,age,lifestyle,zip code,family status,car,sports,earnings,label,Living area
zTJ2mHz0,42.0,healthy,50214.0,married,practical,badminton,105362.0,no response,rural
qHRYvLGJ,45.0,healthy,26576.0,single,practical,soccer,74329.0,no response,urban
442Fufed,33.0,healthy,30851.0,married,expensive,soccer,87269.0,no response,rural
xD5KAjl7,30.0,cozily,11112.0,married,expensive,,81845.0,response,urban
YyrVMnsE,56.0,healthy,92621.0,single,practical,athletics,121700.0,no response,rural
V8icZcEI,42.0,active,74035.0,married,expensive,,142138.0,response,urban
CygUHyDM,39.0,healthy,72113.0,married,expensive,soccer,92783.0,no response,urban
dHvxK11B,63.0,healthy,84081.0,married,expensive,,138015.0,response,urban
ng5Z6Eea,55.0,active,69924.0,single,practical,badminton,80283.0,no response,urban
pziuzkJo,56.0,healthy,69743.0,single,practical,badminton,105481.0,response,urban
CflCowYo,54.0,cozily,81354.0,single,practical,soccer,70205.0,no response,rural
RPycjZgp,27.0,healthy,68771.0,single,expensive,athletics,111877.0,no response,urban
MQNUZF6P,59.0,active,91101.0,single,practical,athletics,47724.0,response,rural
A248LOfi,21.0,active,39826.0,married,expensive,badminton,103176.0,no response,rural
717PorS9,24.0,cozily,97347.0,married,practical,athletics,118954.0,no response,urban
oy0D7MvP,23.0,cozily,96577.0,married,expensive,badminton,53385.0,no response,rural
L6dQtsRt,56.0,active,68173.0,single,expensive,badminton,24707.0,no response,urban
81GqvcYN,21.0,healthy,31539.0,single,practical,soccer,123552.0,no response,urban
vr472ZEk,30.0,healthy,70469.0,single,practical,badminton,127323.0,no response,rural
oReRWZ0z,25.0,cozily,91311.0,single,expensive,athletics,41347.0,no response,urban
AHD8ZHVE,16.0,healthy,20373.0,single,practical,badminton,140528.0,response,urban
OcFJG95a,63.0,active,12658.0,single,practical,athletics,112635.0,response,urban
ad1ooyFV,25.0,active,93184.0,single,practical,athletics,146800.0,response,urban
ibMlnlB8,67.0,healthy,62855.0,married,practical,soccer,126393.0,no response,urban
T6TjNzKp,50.0,cozily,75050.0,married,expensive,athletics,110869.0,no response,rural
S4aHlDLc,29.0,healthy,93650.0,married,practical,soccer,79839.0,no response,urban
9XG0Mj7K,59.0,active,12100.0,married,expensive,badminton,91943.0,response,urban
xpf80iu0,45.0,cozily,45720.0,married,practical,athletics,96895.0,no response,urban
VcRENSs5,53.0,cozily,53133.0,married,practical,badminton,129012.0,no response,rural
lvxEngTe,58.0,cozily,91951.0,married,expensive,badminton,111001.0,response,rural
Q2y0KDkI,55.0,cozily,78003.0,single,expensive,badminton,35217.0,no response,urban
kecWlZaB,35.0,cozily,40032.0,single,expensive,,130034.0,no response,rural
eFOW17GT,47.0,cozily,16118.0,married,practical,soccer,142892.0,no response,urban
0Of0azQ7,64.0,active,46457.0,single,expensive,badminton,146752.0,response,urban
hp1fdblk,20.0,active,74719.0,married,practical,soccer,30663.0,no response,rural
pgMLcd62,40.0,cozily,70032.0,married,practical,soccer,130264.0,no response,urban
6oaoAy3n,39.0,active,19033.0,single,practical,soccer,88945.0,no response,rural
PZw9Kuqb,69.0,cozily,69999.0,married,practical,athletics,105531.0,response,urban
ueXw6OsD,18.0,cozily,10058.0,single,practical,athletics,126327.0,no response,urban
RxGTeeGN,52.0,cozily,78467.0,single,practical,,45111.0,no response,rural
zkq63pEq,35.0,healthy,63346.0,single,expensive,badminton,67918.0,no response,urban
UZjTwNDG,61.0,cozily,86319.0,single,practical,badminton,83785.0,response,rural
xsIyUzgx,39.0,healthy,73685.0,married,practical,badminton,35482.0,no response,urban
qeK9lViC,54.0,cozily,22478.0,married,practical,soccer,73870.0,no response,rural
HsgaVD4i,32.0,active,86149.0,married,practical,badminton,44792.0,no response,rural
RztCo7ll,47.0,cozily,68832.0,married,expensive,badminton,149611.0,response,urban
i66tBOzV,65.0,cozily,73279.0,single,expensive,athletics,67213.0,response,urban
DpSRut0q,20.0,healthy,53589.0,single,expensive,athletics,69762.0,no response,rural
ol0KzTlS,18.0,healthy,34873.0,single,expensive,athletics,124617.0,no response,urban
OpZI2IIs,17.0,healthy,60903.0,single,expensive,soccer,97255.0,response,urban
2dpaQzyu,21.0,active,24116.0,married,expensive,soccer,59059.0,no response,urban
sJeVenWu,59.0,healthy,81066.0,married,expensive,athletics,147675.0,response,urban
R5Eonovb,62.0,healthy,60705.0,married,practical,,20932.0,response,urban
nGiS5lOB,61.0,healthy,16348.0,married,expensive,athletics,100464.0,response,urban
VPDcbKHS,30.0,active,73612.0,single,practical,badminton,122034.0,no response,urban
GKfrM5Ra,45.0,cozily,33039.0,married,practical,soccer,88312.0,no response,urban
c7gzGzeA,23.0,healthy,16115.0,married,expensive,badminton,54825.0,no response,urban
EJeCUp27,24.0,active,18345.0,single,practical,soccer,26857.0,no response,urban
IoyiH9iV,22.0,active,96793.0,married,practical,,137342.0,no response,urban
bwMNLggN,40.0,active,90809.0,married,expensive,athletics,46985.0,no response,urban
rpBV49cc,69.0,healthy,25576.0,married,practical,,139759.0,response,rural
aNp9GiTV,68.0,active,17297.0,single,expensive,soccer,85337.0,response,urban
4X4w0TI6,67.0,active,55220.0,single,expensive,badminton,85364.0,response,rural
rfm57u3C,25.0,active,77081.0,married,expensive,,60180.0,no response,urban
k0KbB0eF,55.0,active,25303.0,single,practical,athletics,144947.0,response,rural
Nb05XErJ,34.0,cozily,30701.0,married,expensive,athletics,133633.0,no response,urban
bB89beGx,20.0,cozily,44991.0,married,practical,athletics,50082.0,no response,rural
PpOjNELH,21.0,healthy,87048.0,married,expensive,soccer,71207.0,no response,urban
BSHFcAFd,15.0,active,81824.0,single,practical,,115740.0,no response,rural
BbtwbFNk,67.0,cozily,76633.0,single,practical,,137849.0,response,urban
Cr4XiVe4,51.0,cozily,94322.0,single,practical,badminton,136694.0,no response,rural
7WbArOog,37.0,healthy,61372.0,single,practical,athletics,129744.0,no response,urban
DY6KN4HP,63.0,healthy,46665.0,married,expensive,,118801.0,response,urban
43YuNaIs,49.0,healthy,48927.0,married,practical,,73715.0,no response,urban
ovqtZd3z,36.0,active,76585.0,married,expensive,soccer,46151.0,no response,rural
ugtp19Oy,27.0,active,35585.0,married,practical,athletics,33975.0,no response,urban
J0c8zz0K,46.0,healthy,40549.0,married,practical,soccer,113336.0,no response,rural
oJAq4F4G,26.0,active,14700.0,married,practical,soccer,72899.0,no response,rural
TEV6iYxK,44.0,active,67541.0,married,practical,badminton,139409.0,no response,rural
BtOA2gSM,42.0,active,99832.0,married,practical,,57323.0,no response,urban
XyuJVrZr,53.0,active,25843.0,married,practical,,53802.0,no response,rural
P0F8Ya0n,59.0,active,21787.0,single,practical,soccer,145767.0,response,urban
lMBt62Tr,39.0,cozily,41281.0,single,expensive,soccer,61960.0,response,rural
CijK0Tcv,29.0,active,90514.0,single,practical,soccer,52168.0,no response,urban
13rLkhYb,38.0,healthy,31311.0,single,expensive,badminton,116211.0,no response,urban
1SBcfohN,48.0,cozily,85924.0,single,expensive,badminton,57501.0,no response,rural
XoXRYJ9H,52.0,healthy,24682.0,married,expensive,athletics,33989.0,no response,rural
YfkfRaQd,29.0,healthy,24362.0,single,practical,badminton,135951.0,no response,rural
x2zoErLf,15.0,healthy,36878.0,married,practical,soccer,30306.0,no response,urban
DNoXbH6D,44.0,healthy,89587.0,single,practical,badminton,46772.0,no response,urban
BLogjAmO,49.0,healthy,27969.0,single,practical,badminton,49640.0,no response,urban
O9kJV2Vh,18.0,cozily,11360.0,single,practical,,93456.0,response,rural
T9lzmcWn,66.0,active,31017.0,married,expensive,soccer,103186.0,no response,rural
QZ22OAdn,39.0,healthy,58839.0,single,expensive,athletics,145452.0,response,urban
AGKPcM3Q,40.0,healthy,47592.0,married,practical,soccer,42648.0,no response,urban
g7veNreQ,67.0,cozily,52732.0,single,practical,,137426.0,response,rural
rec3pAQX,47.0,healthy,65152.0,single,expensive,badminton,82350.0,no response,urban
uvAQk9bQ,38.0,active,43892.0,married,practical,athletics,140518.0,response,rural
maHAP4Nw,34.0,healthy,79730.0,single,practical,athletics,102332.0,no response,rural
AALO85UK,21.0,healthy,50004.0,married,expensive,athletics,113121.0,no response,rural
nzXZiw9u,68.0,healthy,49747.0,married,practical,athletics,86431.0,no response,rural
qLYLJvJd,45.0,active,99205.0,single,expensive,,123890.0,no response,rural
LC6RSLwT,27.0,active,57952.0,single,expensive,badminton,60989.0,no response,rural
3hUhbAv2,22.0,healthy,60848.0,married,practical,badminton,80242.0,no response,rural
tYFNasgX,40.0,cozily,51653.0,single,expensive,,118252.0,no response,urban
NHTjcfvE,42.0,active,68665.0,married,expensive,badminton,145750.0,response,rural
KsjF1je9,49.0,healthy,74174.0,married,practical,soccer,76128.0,no response,urban
GCHxrctI,51.0,healthy,62276.0,single,expensive,soccer,23021.0,no response,urban
CMap0I5f,27.0,cozily,82186.0,married,expensive,soccer,45162.0,no response,rural
498JzZUt,35.0,cozily,59455.0,married,expensive,,67432.0,no response,rural
PdcwSy4f,47.0,healthy,34025.0,married,expensive,athletics,101778.0,no response,rural
ZFYuiweR,58.0,active,13036.0,single,practical,soccer,70824.0,response,urban
1eILOhgX,36.0,cozily,81240.0,single,expensive,badminton,137897.0,no response,urban
wS5ox75f,44.0,healthy,19609.0,married,expensive,badminton,26702.0,no response,urban
Le4I18Jt,48.0,cozily,96842.0,single,expensive,athletics,98126.0,no response,urban
y831NXWc,65.0,active,58667.0,married,expensive,,30651.0,response,rural
lqhoWvOs,33.0,healthy,83919.0,single,practical,athletics,68438.0,no response,rural
ND84Ni6c,28.0,active,19617.0,married,practical,soccer,128882.0,no response,urban
xGrJf44o,66.0,cozily,28482.0,single,practical,badminton,31300.0,response,rural
5B7O8Sf8,44.0,healthy,69963.0,married,practical,badminton,90689.0,no response,urban
A19dKT1G,24.0,active,58090.0,single,practical,,20036.0,no response,rural
49eyutkf,57.0,active,42933.0,married,expensive,soccer,134427.0,response,urban
lhSsMVqe,15.0,healthy,53638.0,single,expensive,soccer,95504.0,no response,urban
DtMkBzMe,19.0,cozily,88266.0,single,expensive,soccer,97738.0,no response,urban
9hQbLnTN,48.0,active,63094.0,single,practical,,33728.0,no response,urban
LDHqsDQi,63.0,healthy,86786.0,married,practical,badminton,121305.0,response,urban
SAReEEeL,32.0,healthy,49188.0,married,practical,soccer,34344.0,no response,urban
PLPZfC45,48.0,healthy,54174.0,single,expensive,soccer,58042.0,no response,urban
5femYFeu,34.0,cozily,49608.0,single,practical,athletics,107417.0,no response,rural
GmYsLDSB,29.0,healthy,29864.0,single,practical,badminton,30252.0,response,urban
R6y1S5Sb,68.0,cozily,57668.0,married,expensive,badminton,62525.0,response,rural
CaEOWyNU,36.0,healthy,58874.0,married,expensive,badminton,55259.0,no response,rural
yefzbB4B,58.0,active,39582.0,single,expensive,badminton,102769.0,response,rural
HlP6G3rL,28.0,cozily,93213.0,single,expensive,soccer,100658.0,no response,urban
VnftHQRM,17.0,healthy,55997.0,married,practical,soccer,63973.0,no response,rural
DBFXVZm3,16.0,cozily,26602.0,single,expensive,,51112.0,no response,urban
RzvE80DC,42.0,healthy,10897.0,married,practical,badminton,43834.0,response,urban
PGzI5z1F,28.0,cozily,64956.0,married,practical,badminton,31396.0,no response,rural
2xEIM4Ym,51.0,cozily,18886.0,married,expensive,badminton,71630.0,no response,urban
8WdDSDz6,15.0,cozily,59518.0,single,practical,athletics,27420.0,no response,rural
uw4iCaJX,66.0,healthy,25034.0,married,practical,athletics,99377.0,response,urban
XbYaKX2z,29.0,cozily,39537.0,married,practical,badminton,64647.0,no response,urban
GRLMLAck,34.0,active,62906.0,single,practical,badminton,35212.0,no response,rural
Ks7jlDvz,59.0,active,32189.0,married,expensive,,27971.0,no response,rural
PGaA9Mql,49.0,active,67392.0,married,practical,athletics,35313.0,no response,urban
IU57Rwsc,49.0,active,89950.0,married,expensive,soccer,149336.0,response,rural
zphfy1b5,53.0,cozily,27623.0,married,expensive,athletics,78428.0,no response,urban
Ats6eRoc,56.0,healthy,83578.0,married,practical,athletics,132604.0,response,rural
3xPUb6zm,51.0,cozily,19580.0,single,practical,athletics,111830.0,no response,rural
Tm47O4hB,65.0,active,90414.0,married,practical,soccer,51413.0,response,urban
le6rCSxd,47.0,active,40969.0,married,practical,badminton,74280.0,no response,urban
JRl9TtMJ,68.0,cozily,96332.0,single,expensive,badminton,69473.0,response,rural
7DXEOsl6,41.0,cozily,97603.0,married,expensive,athletics,113428.0,no response,rural
bwHDIw1u,29.0,active,34890.0,married,expensive,badminton,136756.0,no response,urban
HCH0TB6r,44.0,active,28703.0,married,expensive,athletics,55248.0,no response,urban
QCwl9WOv,47.0,cozily,83998.0,married,expensive,badminton,77206.0,no response,rural
mHZdZPYP,58.0,healthy,46887.0,single,practical,soccer,93995.0,no response,rural
s0uhM1HN,60.0,active,16520.0,married,expensive,athletics,138905.0,response,urban
XRpgnz77,40.0,healthy,95004.0,married,practical,athletics,21415.0,no response,urban
Id9Z4xmU,45.0,cozily,46755.0,married,practical,badminton,107857.0,no response,urban
JpLgEkZL,54.0,healthy,71224.0,married,expensive,soccer,112405.0,no response,rural
T6XEqzZE,35.0,healthy,76380.0,married,practical,soccer,132102.0,no response,urban
Tkrzwji7,17.0,active,39317.0,single,practical,athletics,78330.0,no response,urban
HpIJoNep,47.0,active,89793.0,married,practical,soccer,24560.0,no response,urban
g6NR6k01,41.0,healthy,10630.0,married,practical,athletics,26929.0,response,urban
HBUuE17l,50.0,healthy,19013.0,married,expensive,athletics,59592.0,no response,urban
VwUK6kho,16.0,cozily,24824.0,single,expensive,athletics,40774.0,no response,urban
1j6LAtWK,46.0,healthy,34452.0,married,expensive,athletics,105102.0,no response,urban
kXglzo6c,36.0,healthy,30662.0,single,practical,badminton,26961.0,no response,urban
GSAAzUEl,43.0,cozily,31278.0,single,practical,soccer,132018.0,no response,urban
8rALnO1c,63.0,cozily,19760.0,single,practical,badminton,31127.0,response,rural
eJz2IR7o,39.0,cozily,43873.0,married,expensive,,23490.0,response,rural
nc9YoVeC,54.0,healthy,95697.0,married,expensive,soccer,99292.0,no response,urban
bRpkYeM1,68.0,cozily,61418.0,married,expensive,badminton,78578.0,response,rural
vvbKzd5j,47.0,cozily,75152.0,single,expensive,,43444.0,no response,urban
IWpwWoRf,48.0,cozily,29362.0,single,practical,athletics,111851.0,no response,rural
E1KhyjVk,24.0,cozily,82462.0,single,practical,athletics,141052.0,response,urban
Tmrkc7ma,16.0,active,16118.0,married,expensive,soccer,61256.0,no response,rural
mUSf2xvj,59.0,cozily,38643.0,married,expensive,badminton,44148.0,no response,rural
uovsX8UM,23.0,cozily,49346.0,single,practical,badminton,149975.0,response,urban
ASguxB2c,63.0,active,10490.0,married,expensive,badminton,34081.0,response,urban
ynxURRqZ,23.0,healthy,78014.0,single,expensive,,119682.0,no response,rural
ubsTt0pb,19.0,active,66767.0,single,practical,badminton,72139.0,no response,rural
5lFkubEz,58.0,active,47958.0,married,practical,athletics,74257.0,no response,urban
PGtFymw6,17.0,active,17846.0,married,practical,badminton,60566.0,no response,rural
5KQeOcw6,27.0,healthy,80800.0,single,expensive,soccer,133277.0,no response,rural
8xBpROP3,57.0,cozily,24593.0,married,expensive,soccer,51891.0,response,rural
yaCibhSY,51.0,cozily,75435.0,single,expensive,athletics,111122.0,no response,rural
MOsq52Ww,35.0,cozily,74958.0,married,practical,badminton,69458.0,no response,urban
M7QflKu1,30.0,healthy,99682.0,married,expensive,badminton,27217.0,no response,rural
9TR1GuWS,17.0,healthy,99423.0,single,practical,soccer,110947.0,no response,rural
xoT70OO1,25.0,healthy,15662.0,married,practical,athletics,40548.0,no response,urban
GkJXt43v,64.0,active,60661.0,single,expensive,badminton,80933.0,response,rural
4UfBx1aq,21.0,active,54985.0,married,expensive,athletics,144138.0,response,rural
Xqp7h02w,43.0,healthy,46955.0,single,expensive,,119544.0,no response,urban
p1TLXLbk,25.0,healthy,10201.0,single,expensive,badminton,31046.0,response,urban
omu4TzUH,47.0,healthy,18744.0,single,practical,soccer,33397.0,no response,urban
Xz6IxUik,16.0,active,96809.0,single,practical,athletics,63620.0,no response,rural
YKU4JpfA,50.0,healthy,66396.0,single,practical,athletics,82497.0,no response,urban
SpNzSNq1,25.0,healthy,45822.0,single,practical,badminton,76637.0,no response,rural
MZwtde9H,40.0,cozily,81825.0,married,expensive,badminton,145082.0,response,rural
8J10Oqs5,17.0,healthy,82893.0,married,expensive,badminton,118471.0,no response,urban
xyGzUh87,57.0,active,46857.0,married,practical,badminton,105362.0,response,urban
BdcK6fdl,32.0,healthy,45192.0,single,practical,athletics,52732.0,no response,urban
PKhyWosq,33.0,healthy,61994.0,married,practical,athletics,111987.0,no response,urban
tpCf7QF8,39.0,cozily,85036.0,single,practical,badminton,148705.0,response,urban
Yfu0DzEY,20.0,cozily,55461.0,married,practical,soccer,120244.0,no response,urban
fQTbIfzp,57.0,active,20250.0,single,practical,athletics,110098.0,no response,urban
qXbpuoPy,36.0,healthy,99594.0,married,practical,,112484.0,no response,rural
gTisNzoG,34.0,healthy,76746.0,single,practical,badminton,102698.0,no response,urban
RoIx6mOd,55.0,active,39612.0,single,expensive,soccer,149887.0,response,urban
G4NM2NGb,48.0,active,96921.0,single,expensive,badminton,23988.0,no response,rural
5STEC7Bw,55.0,active,98754.0,married,practical,,63723.0,no response,rural
9aTxmhAu,26.0,healthy,22960.0,single,expensive,athletics,81675.0,no response,urban
SGCBO6nz,55.0,active,12878.0,married,expensive,athletics,117339.0,response,urban
iiiRGRvT,35.0,cozily,24963.0,married,practical,athletics,99221.0,no response,rural
2N3qGyf5,58.0,active,98305.0,married,expensive,,61541.0,response,rural
vrP2LOy1,61.0,active,38985.0,married,practical,badminton,86438.0,no response,urban
fxNm8FYG,27.0,healthy,22332.0,married,expensive,,67253.0,no response,urban
TO0ds16R,57.0,healthy,97460.0,single,practical,soccer,31968.0,response,rural
